Participant_ID,Gender,cuisine,ethnic_food,fav_cuisine,fruit_day,greek_food,indian_food,italian_food,marital_status,persian_food,thai_food,veggies_day,weight,Age,Nationality,Food,Dessert,Drink
FPS103,Male,other,5,Indian food - samosas are amazing,5,3,5,5,Single,5,5,4,167,16,Japan,"cereal, Tomato soup, pizza, Fritos, Meatball sub, Dr. Pepper, Crab legs, Mushroom soup, homemade rolls, Grilled chicken, mac and cheese, broccoli, apple, milk, soda",No,Carbonated drinks
FPS104,Male,American,5,italian,5,5,4,5,Single,3,4,5,205,16,Korean ,"cereal, chips and dip, pepsi, , chicken and biscuits, 4-6 ounces chicken or fish, side of potatoes, and green beans, soda",No,soda
FPS105,Female,Mexican.Spanish,4,Italian ,3,5,2,5,Single,2,1,3,128,15,Malaysia,"cereal, Ice cream, cookies,  Chinese food, and chicken nuggets , Chicken Nuggets, Mac and Cheese, and pasta, A balance of vegetables and cooked lean meat., orange juice",No,Carbonated drinks
FPS106,Female,American,2,French,5,3,1,5,Single,1,3,4,150,14,Malaysia ,"cereal, french fries, chips, ice cream, hamburgers, chicken nuggets , a lot of greens, orange juice",No,soda
FPS107,Male,American,3,Mexican ,5,1,3,4,In a relationship,1,3,3,175,17,Malaysian,"cereal, CandyPopChocolate Chipotle Moe's , Chicken and steak , Chicken breast with veggies , soda",No,Carbonated drinks
FPS108,Female,American,3,Italian,5,5,4,5,Single,2,4,4,135,15,Malaysian,"cereal, ice cream, cookie dough, cookies, cheese, French Toast, Grilled Cheese, Orange Chicken, Grilled chicken, side salad, rice and broccoli and cranberries, soda",No,orange juice
FPS109,Female,American,5,Greek,5,5,5,5,In a relationship,5,5,5,113,15,Malaysian,"cereal, Mac and cheese, fried chicken, cornbread , Hamloaf, tuna fish salad, mac and cheese , Colorful , orange juice",No,soda
FPS110,Male,American,3,Italian ,5,3,2,4,Single,4,1,5,145,14,Malaysian,"cereal, Chex-mix, Wegmans cookies, Cheez-Its , lasagna, meatloaf, pizza, good balance between meats, grains, fruits, vegetables, carbs, and dairy products , orange juice",No,creamy frapuccino
FPS111,Male,Mexican.Spanish,3,Italian ,3,4,4,5,In a relationship,1,4,3,150,17,Malaysian,"cereal, fried chicken. mashed potatoes, mac and cheese, mac and cheease, mashed potatoes, salmon, lots of green and color., orange juice",No,creamy frapuccino
FPS112,Male,American,2,American,4,1,1,3,Single,1,1,5,169,16,Malaysian,"cereal, Popcorn, Chex Mix, Pizza, Pizza, Balance of veggies, white meat, fruits, and grains., orange juice",No,orange juice
FPS113,Male,American,3,Sub sandwhiches,4,4,2,5,Single,3,1,4,265,17,Malaysian,"cereal, fries, chips, fried chicken, pizza, grapes, Chicken, Pizza, Cherry tomatoes, Grilled, natural ingredients, and no carbonated beverages, soda",No,Fresh Juice
FPS114,Male,Mexican.Spanish,5,Italian,5,5,4,5,Single,2,4,5,165,16,Malaysian,"cereal, peanut butter sandwich, pretzals, garlic bread, Chicken Alfredo, High protein and vegetables, orange juice",No,Carbonated drinks
FPS115,Female,other,3,italian,4,3,2,5,Single,2,3,4,192,14,Malaysian,"donut, chips, dip, fries, pizza, steak and cheesy potatoes, the different colors of the rain bow. protein, fruit, veggies, soda",Yes,soda
FPS116,Male,American,5,Thai,5,4,5,5,Single,4,5,5,175,17,Malaysian,"cereal, Pizza, Ice Cream, Chicken Wings, Meatloaf, Low protein and carbs and high in vegetables and fruits., orange juice",No,Carbonated drinks
FPS117,Female,American,5,Mexican ,5,4,1,5,Single,1,1,5,135,14,Malaysian ,"cereal, peanut butter, dessets, pretzels. , lasagna, Half the plate fruit and vegetables. Other half grains and protein. Then a little dairy. , soda",No,orange juice
FPS118,Male,American,2,Italian,4,3,2,5,Single,2,2,4,210,17,Maldivian,"cereal, ice cream, cookies, ice cream, Pizza, Pasta, Chicken, high protein, low fat, low carbs and sugar, orange juice",No,orange juice
FPS119,Female,American,4,Chinese cuisine (General Tso's),5,4,3,5,In a relationship,3,3,5,140,15,Maldivian,"cereal, cookies, nutella, ice cream, coffee, fruit , chicken stir fry, spaghetti, chicken parmesan , Meal prep'd foods with food from each section on the food pyramid. , orange juice",No,orange juice
FPS120,Female,American,3,American ,5,4,3,5,In a relationship,3,3,5,125,15,Maldivian ,"cereal, Chocolate, Popcorn, Icecream, Mac and cheese , Milk for a drink, meat, a grain, vegetable, fruit for dinner, soda",No,soda
FPS121,Female,American,4,Italian ,5,3,2,5,In a relationship,2,4,5,145,14,Mauritian,"cereal, Chips, Mac and cheese, pizza, French fries , Pasta, pizza, meatballs , Balanced between protein, veggies, and carbs, soda",No,creamy frapuccino
FPS122,Male,American,4,Lean,5,2,3,5,Single,2,3,5,140,14,Muslim,"donut, pizza, pretzels, fruit snacks, deli sandwhich, Pizza Mac n Cheese Pasta, salad, soda",Maybe,Carbonated drinks
FPS123,Male,American,3,Mexican,3,3,1,5,In a relationship,1,2,4,200,16,Nigerian ,"cereal, Chips, ice cream, Pizza, Protein source, vegetables, fruits, whole grains, soda",No,espresso shown
FPS124,Female,American,5,italian ,5,3,4,5,In a relationship,3,4,4,120,15,Pakistan,"cereal, mac and cheese, potato soup, ice cream, chips and cheese, salad, chicken, pizza, grilled meat, fruit, vegetable, and some grains, orange juice",No,creamy frapuccino
FPS125,Male,American,1,American ,3,1,1,4,In a relationship,1,2,2,200,17,Pakistani,"donut, Pizza cookies steak , Pizza and wings , Meat and potatoes , soda",Maybe,soda
FPS126,Female,American,3,Japanese,5,4,3,4,In a relationship,2,3,4,135,15,Pakistani,"cereal, chocolate, fruit, and ice cream, tacos, pizza, chicken wing dip, good portions of fruit, protein, veggies and carbs, orange juice",No,orange juice
FPS127,Female,American,4,Italian,3,3,3,5,Single,3,4,2,130,14,Pakistani,"cereal, Cookies, burgers, chicken noodle soup, ice cream, Spaghetti and Meatballs, Steak, and Burgers, All of the food groups(carbs, veggies, fruits,etc), soda",No,Carbonated drinks
FPS128,Female,American,5,Any type of Colombian cuisine,4,5,5,5,Single,5,5,4,127,15,Pakistani ,"cereal, Mashed potatoes, pasta, Spaghetti or  chicken panini sandwich , Has fruits vegetables and or some type of meat , orange juice",No,creamy frapuccino
FPS129,Female,American,3,Asian,5,4,2,5,In a relationship,3,3,4,140,15,Pakistani ,"cereal, Ice cream, pizza, cookies, Pasta, breakfast for dinner, pizza, Lots of Greens, meat and water, soda",No,creamy frapuccino
FPS130,Female,American,4,Chinese food,5,4,4,5,Single,3,4,4,190,14,Seychellois,"cereal, Chinese food, moes, sponge candy, homemade lasagne , peanut butter and jelly, celery and peanut butter, hot pockets , Small portion of meat with majority fruits or vegetables , soda",No,Carbonated drinks
FPS131,Male,American,3,mac and cheese,4,1,1,5,Single,1,1,4,155,16,Tanzanian,"cereal, pizza, pasta, mac and cheese, pizza, lots of variety and veggies, soda",No,espresso shown
FPS132,Male,American,5,Mexican,4,5,5,5,Single,5,5,4,175,17,Yemen,"donut, Little Debbie snacks, donuts, pizza, Quesadilla, chocolate, steak, High protein, high carbs , vegetables , soda",Maybe,Fresh Juice
FPS133,Male,other,3,italian and chinese,5,4,3,5,Single,3,3,4,260,14,Indonesain,"cereal, chips, ice cream, fruit snacks, Chinese food, pizza, chicken adobo, half a plate of protein, quarter of a plate of carbs and the other quarter fruits or veggies., soda",No,creamy frapuccino
FPS134,Male,American,1,Barbecue ,1,1,1,5,In a relationship,1,1,4,190,16,Indonesia,"donut, Chocolate, Chips, Ice cream, French Fires, Pizza, Steak, Chicken Tenders, Pizza, Chicken Salad with Pita Chips, soda",Maybe,Carbonated drinks
FPS135,Male,American,5,Italian,4,4,5,5,Single,5,5,5,165,14,Indonesia,"cereal, Mac and cheese, lasagna, Chinese food , Spaghetti, Italian potato soup, Fruits, vegetables, meat , soda",No,orange juice
FPS136,Male,American,4,American,4,4,3,5,In a relationship,3,4,4,184,16,Indonesia,"cereal, Doritos, mac and cheese, ice cream, Macaroni and Cheese, a balance of Meat and vegetables, soda",No,espresso shown
FPS137,Male,other,5,Italian,5,5,5,5,In a relationship,1,5,4,185,17,Indonesia,"cereal, Soup, pasta, cake, Chicken parmigiana, wedding soup, pasta, Well balanced with protein, fruits, vegetables, starch, etc., soda",No,espresso shown
FPS138,Female,Mexican.Spanish,3,italian,5,3,1,5,In a relationship,1,1,5,165,15,Indonesia,"cereal, mac & cheese, frosted brownies, chicken nuggs, chicken, macaroni & cheese, cheesy potatoes, lean meat, fresh fruits & veggies, orange juice",No,Carbonated drinks
FPS139,Female,American,5,Italian ,5,5,5,5,In a relationship,5,5,5,125,14,Indonesia,"cereal, watermelon, grapes, ice cream, Spaghetti, Tuna noodle casserole, Italian sausage, water, fruits, vegetables, protein, carbs, orange juice",No,Carbonated drinks
FPS140,Female,American,5,sushi,5,5,4,5,Single,4,3,5,160,15,Indonesia,"cereal, macaroni and cheese, stuffed peppers, hamburgers, french fries, chicken nuggets, macaroni and cheese, More vegetables and fruits as opposed to meat and bread/potatoes, soda",No,creamy frapuccino
FPS141,Female,American,5,Italian,5,2,1,5,Single,1,2,5,135,15,Indonesian,"cereal, Pizza, mashed potatoes, spaghetti, Pizza, A protein, veggies, and a carb, soda",No,Carbonated drinks
FPS142,Female,American,4,Italian ,4,3,3,5,Single,2,5,5,230,14,Indonesian ,"cereal, Chips, chocolate, ,mozzarella sticks , Chicken Marsala, Manicotti, Mashed Potatoes, Vegetables, white meat, and a starch like potatoes, water, and fruit for dessert , soda",No,Carbonated drinks
FPS143,Female,other,5,Nepali,5,5,5,5,Single,4,4,5,130,15,Pakistani ,"cereal, Pizza, soda, chocolate brownie, chicken tikka masala and butter naan , Chicken Biryani, Dad's burgers, Chicken curry, A healthy meal constitutes of balanced diet with fruits and veggies dominating the plate. , orange juice",No,espresso shown
FPS144,Female,American,2,Italian,5,2,5,5,In a relationship,2,2,5,128,15,Seychellois,"cereal, Candy, salty snacks, toast, Spaghetti and chicken parm, equal portions of carbs, proteins and fruits/veges, soda",No,Fresh Juice
FPS145,Male,other,3,Anything american style.,3,5,1,3,Single,1,1,3,170,16,Tanzanian,"cereal, snacks, chips, , Pizza, Pita, Lasagna, low calories plenty of veggies, soda",No,creamy frapuccino
FPS146,Female,other,4,Chinese ,5,1,3,5,Single,1,5,5,170,14,Yemen,"cereal, Ice cream, chocolate, pizza, cucumber , Fry Chicken, Rice Vegetable, BBQ Chicken with mash sweat potatoes and steam vegetable with corn and a glass of water., orange juice",No,Fresh Juice
FPS147,Female,Indian,4,Vietnamese cuisine,3,2,2,4,Single,2,5,3,113,15,Indonesian,"cereal, Noodle ( any kinds of noodle), Tuna sandwich, and Egg., Noodle, Wings, and Tiramisu, Including both vegetable and meat, orange juice",No,soda
FPS148,Male,American inspired international dishes,5,Indian,5,5,5,5,In a relationship,5,5,5,185,17,Indonesian ,"cereal, chips, rice, chicken curry,, pizza, burger, pasta, A diet that is well balanced in most of the nutrients needed for the body., orange juice",No,orange juice
FPS149,Male,American,2,Italian,5,1,1,5,Single,1,1,3,135,14,Indonesian,"cereal, Mac n Cheese, Lasagna, Pizza, pizza and spaghetti , A protein, a fruit, a starch, and a salad or some sort of vegetable., soda",No,Carbonated drinks
